date,state,variant,users
2025-07-09,Reactivated,treatment,1
2025-07-09,Resurrected,control,2
2025-07-09,Resurrected,treatment,2
2025-07-10,AtRiskMAU,control,47
2025-07-10,AtRiskMAU,treatment,36
2025-07-10,AtRiskWAU,control,64
2025-07-10,AtRiskWAU,treatment,69
2025-07-10,Current,control,95
2025-07-10,Current,treatment,115
2025-07-10,Dormant,control,5
2025-07-10,Dormant,treatment,5
2025-07-10,New,control,1
2025-07-10,New,treatment,1
2025-07-10,Reactivated,control,1
2025-07-10,Reactivated,treatment,2
2025-07-10,Resurrected,control,1
2025-07-10,Resurrected,treatment,3
2025-07-11,AtRiskMAU,control,48
2025-07-11,AtRiskMAU,treatment,38
2025-07-11,AtRiskWAU,control,64
2025-07-11,AtRiskWAU,treatment,76
2025-07-11,Current,control,92
2025-07-11,Current,treatment,107
2025-07-11,Dormant,control,5
2025-07-11,Dormant,treatment,5
2025-07-11,New,control,2
2025-07-11,New,treatment,3
2025-07-11,Reactivated,control,4
2025-07-11,Reactivated,treatment,5
2025-07-11,Resurrected,control,1
2025-07-12,AtRiskMAU,control,48
2025-07-12,AtRiskMAU,treatment,36
2025-07-12,AtRiskWAU,control,50
2025-07-12,AtRiskWAU,treatment,76
2025-07-12,Current,control,103
2025-07-12,Current,treatment,111
2025-07-12,Dormant,control,4
2025-07-12,Dormant,treatment,4
2025-07-12,New,control,1
2025-07-12,New,treatment,1
2025-07-12,Reactivated,control,9
2025-07-12,Reactivated,treatment,5
2025-07-12,Resurrected,control,2
2025-07-12,Resurrected,treatment,2
2025-07-13,AtRiskMAU,control,47
2025-07-13,AtRiskMAU,treatment,36
2025-07-13,AtRiskWAU,control,68
2025-07-13,AtRiskWAU,treatment,82
2025-07-13,Current,control,94
2025-07-13,Current,treatment,109
2025-07-13,Dormant,control,3
2025-07-13,Dormant,treatment,5
2025-07-13,New,control,1
2025-07-13,New,treatment,1
2025-07-13,Reactivated,control,4
2025-07-13,Reactivated,treatment,3
2025-07-13,Resurrected,control,1
2025-07-14,AtRiskMAU,control,48
2025-07-14,AtRiskMAU,treatment,37
2025-07-14,AtRiskWAU,control,69
2025-07-14,AtRiskWAU,treatment,74
2025-07-14,Current,control,93
2025-07-14,Current,treatment,116
2025-07-14,Dormant,control,4
2025-07-14,Dormant,treatment,5
2025-07-14,New,control,1
2025-07-14,New,treatment,2
2025-07-14,Reactivated,control,3
2025-07-14,Reactivated,treatment,4
2025-07-14,Resurrected,control,1
2025-07-15,AtRiskMAU,control,42
2025-07-15,AtRiskMAU,treatment,30
2025-07-15,AtRiskWAU,control,63
2025-07-15,AtRiskWAU,treatment,83
2025-07-15,Current,control,101
2025-07-15,Current,treatment,113
2025-07-15,Dormant,control,6
2025-07-15,Dormant,treatment,5
2025-07-15,New,control,1
2025-07-15,New,treatment,2
2025-07-15,Reactivated,control,7
2025-07-15,Reactivated,treatment,7
2025-07-16,AtRiskMAU,control,45
2025-07-16,AtRiskMAU,treatment,33
2025-07-16,AtRiskWAU,control,74
2025-07-16,AtRiskWAU,treatment,96
2025-07-16,Current,control,94
2025-07-16,Current,treatment,101
2025-07-16,Dormant,control,6
2025-07-16,Dormant,treatment,5
2025-07-16,New,control,1
2025-07-16,New,treatment,1
2025-07-16,Reactivated,control,1
2025-07-16,Reactivated,treatment,3
2025-07-16,Resurrected,treatment,2
2025-07-17,AtRiskMAU,control,40
2025-07-17,AtRiskMAU,treatment,39
2025-07-17,AtRiskWAU,control,63
2025-07-17,AtRiskWAU,treatment,80
2025-07-17,Current,control,105
2025-07-17,Current,treatment,115
2025-07-17,Dormant,control,7
2025-07-17,Dormant,treatment,4
2025-07-17,New,control,1
2025-07-17,New,treatment,1
2025-07-17,Reactivated,control,6
2025-07-17,Reactivated,treatment,2
2025-07-17,Resurrected,treatment,1
2025-07-18,AtRiskMAU,control,31
2025-07-18,AtRiskMAU,treatment,38
2025-07-18,AtRiskWAU,control,73
2025-07-18,AtRiskWAU,treatment,75
2025-07-18,Current,control,102
2025-07-18,Current,treatment,119
2025-07-18,Dormant,control,6
2025-07-18,Dormant,treatment,6
2025-07-18,New,control,4
2025-07-18,New,treatment,5
2025-07-18,Reactivated,control,9
2025-07-18,Reactivated,treatment,4
2025-07-18,Resurrected,control,1
2025-07-19,AtRiskMAU,control,28
2025-07-19,AtRiskMAU,treatment,36
2025-07-19,AtRiskWAU,control,73
2025-07-19,AtRiskWAU,treatment,71
2025-07-19,Current,control,110
2025-07-19,Current,treatment,124
2025-07-19,Dormant,control,9
2025-07-19,Dormant,treatment,5
2025-07-19,New,control,3
2025-07-19,New,treatment,3
2025-07-19,Reactivated,control,4
2025-07-19,Reactivated,treatment,6
2025-07-19,Resurrected,control,2
2025-07-19,Resurrected,treatment,5
2025-07-20,AtRiskMAU,control,26
2025-07-20,AtRiskMAU,treatment,32
2025-07-20,AtRiskWAU,control,81
2025-07-20,AtRiskWAU,treatment,87
2025-07-20,Current,control,108
2025-07-20,Current,treatment,118
2025-07-20,Dormant,control,8
2025-07-20,Dormant,treatment,6
2025-07-20,New,control,2
2025-07-20,New,treatment,3
2025-07-20,Reactivated,control,4
2025-07-20,Reactivated,treatment,5
2025-07-20,Resurrected,control,2
2025-07-20,Resurrected,treatment,2
2025-07-21,AtRiskMAU,control,31
2025-07-21,AtRiskMAU,treatment,35
2025-07-21,AtRiskWAU,control,69
2025-07-21,AtRiskWAU,treatment,78
2025-07-21,Current,control,120
2025-07-21,Current,treatment,129
2025-07-21,Dormant,control,6
2025-07-21,Dormant,treatment,7
2025-07-21,New,control,1
2025-07-21,New,treatment,1
2025-07-21,Reactivated,control,2
2025-07-21,Reactivated,treatment,3
2025-07-21,Resurrected,control,3
2025-07-21,Resurrected,treatment,1
2025-07-22,AtRiskMAU,control,30
2025-07-22,AtRiskMAU,treatment,37
2025-07-22,AtRiskWAU,control,84
2025-07-22,AtRiskWAU,treatment,87
2025-07-22,Current,control,110
2025-07-22,Current,treatment,120
2025-07-22,Dormant,control,5
2025-07-22,Dormant,treatment,6
2025-07-22,New,control,1
2025-07-22,New,treatment,1
2025-07-22,Reactivated,control,2
2025-07-22,Reactivated,treatment,2
2025-07-22,Resurrected,control,1
2025-07-22,Resurrected,treatment,2
2025-07-23,AtRiskMAU,control,31
2025-07-23,AtRiskMAU,treatment,38
2025-07-23,AtRiskWAU,control,75
2025-07-23,AtRiskWAU,treatment,80
2025-07-23,Current,control,117
2025-07-23,Current,treatment,126
2025-07-23,Dormant,control,6
2025-07-23,Dormant,treatment,4
2025-07-23,New,control,1
2025-07-23,New,treatment,2
2025-07-23,Reactivated,control,2
2025-07-23,Reactivated,treatment,4
2025-07-23,Resurrected,control,2
2025-07-23,Resurrected,treatment,3
2025-07-24,AtRiskMAU,control,32
2025-07-24,AtRiskMAU,treatment,40
2025-07-24,AtRiskWAU,control,64
2025-07-24,AtRiskWAU,treatment,86
2025-07-24,Current,control,127
2025-07-24,Current,treatment,124
2025-07-24,Dormant,control,6
2025-07-24,Dormant,treatment,4
2025-07-24,New,control,2
2025-07-24,New,treatment,2
2025-07-24,Reactivated,control,4
2025-07-24,Reactivated,treatment,2
2025-07-24,Resurrected,control,1
2025-07-24,Resurrected,treatment,1
2025-07-25,AtRiskMAU,control,35
2025-07-25,AtRiskMAU,treatment,36
2025-07-25,AtRiskWAU,control,77
2025-07-25,AtRiskWAU,treatment,82
2025-07-25,Current,control,115
2025-07-25,Current,treatment,131
2025-07-25,Dormant,control,3
2025-07-25,Dormant,treatment,4
2025-07-25,New,control,1
2025-07-25,New,treatment,1
2025-07-25,Reactivated,control,2
2025-07-25,Reactivated,treatment,5
2025-07-25,Resurrected,control,4
2025-07-25,Resurrected,treatment,1
2025-07-26,AtRiskMAU,control,35
2025-07-26,AtRiskMAU,treatment,40
2025-07-26,AtRiskWAU,control,71
2025-07-26,AtRiskWAU,treatment,86
2025-07-26,Current,control,122
2025-07-26,Current,treatment,125
2025-07-26,Dormant,control,3
2025-07-26,Dormant,treatment,3
2025-07-26,New,control,1
2025-07-26,New,treatment,2
2025-07-26,Reactivated,control,4
2025-07-26,Reactivated,treatment,5
2025-07-26,Resurrected,control,2
2025-07-26,Resurrected,treatment,1
2025-07-27,AtRiskMAU,control,33
2025-07-27,AtRiskMAU,treatment,38
2025-07-27,AtRiskWAU,control,73
2025-07-27,AtRiskWAU,treatment,81
2025-07-27,Current,control,122
2025-07-27,Current,treatment,134
2025-07-27,Dormant,control,5
2025-07-27,Dormant,treatment,3
2025-07-27,New,control,2
2025-07-27,New,treatment,2
2025-07-27,Reactivated,control,5
2025-07-27,Reactivated,treatment,5
2025-07-27,Resurrected,treatment,1
2025-07-28,AtRiskMAU,control,34
2025-07-28,AtRiskMAU,treatment,41
2025-07-28,AtRiskWAU,control,80
2025-07-28,AtRiskWAU,treatment,81
2025-07-28,Current,control,117
2025-07-28,Current,treatment,134
2025-07-28,Dormant,control,5
2025-07-28,Dormant,treatment,4
2025-07-28,New,control,2
2025-07-28,New,treatment,2
2025-07-28,Reactivated,control,4
2025-07-28,Reactivated,treatment,3
2025-07-28,Resurrected,treatment,1
2025-07-29,AtRiskMAU,control,34
2025-07-29,AtRiskMAU,treatment,37
2025-07-29,AtRiskWAU,control,84
2025-07-29,AtRiskWAU,treatment,82
2025-07-29,Current,control,116
2025-07-29,Current,treatment,135
2025-07-29,Dormant,control,4
2025-07-29,Dormant,treatment,5
2025-07-29,New,control,1
2025-07-29,New,treatment,1
2025-07-29,Reactivated,control,3
2025-07-29,Reactivated,treatment,5
2025-07-29,Resurrected,control,1
2025-07-29,Resurrected,treatment,2
2025-07-30,AtRiskMAU,control,32
2025-07-30,AtRiskMAU,treatment,34
2025-07-30,AtRiskWAU,control,80
2025-07-30,AtRiskWAU,treatment,96
2025-07-30,Current,control,121
2025-07-30,Current,treatment,127
2025-07-30,Dormant,control,6
2025-07-30,Dormant,treatment,4
2025-07-30,New,control,1
2025-07-30,New,treatment,1
2025-07-30,Reactivated,control,3
2025-07-30,Reactivated,treatment,5
2025-07-30,Resurrected,control,1
2025-07-30,Resurrected,treatment,1
2025-07-31,AtRiskMAU,control,35
2025-07-31,AtRiskMAU,treatment,37
2025-07-31,AtRiskWAU,control,90
2025-07-31,AtRiskWAU,treatment,83
2025-07-31,Current,control,111
2025-07-31,Current,treatment,142
2025-07-31,Dormant,control,6
2025-07-31,Dormant,treatment,3
2025-07-31,New,control,1
2025-07-31,New,treatment,1
2025-07-31,Reactivated,control,2
2025-07-31,Reactivated,treatment,2
2025-07-31,Resurrected,treatment,1
2025-08-01,AtRiskMAU,control,32
2025-08-01,AtRiskMAU,treatment,38
2025-08-01,AtRiskWAU,control,76
2025-08-01,AtRiskWAU,treatment,90
2025-08-01,Current,control,125
2025-08-01,Current,treatment,131
2025-08-01,Dormant,control,5
2025-08-01,Dormant,treatment,5
2025-08-01,New,control,1
2025-08-01,New,treatment,1
2025-08-01,Reactivated,control,4
2025-08-01,Reactivated,treatment,5
2025-08-01,Resurrected,control,3
2025-08-02,AtRiskMAU,control,34
2025-08-02,AtRiskMAU,treatment,41
2025-08-02,AtRiskWAU,control,81
2025-08-02,AtRiskWAU,treatment,105
2025-08-02,Current,control,122
2025-08-02,Current,treatment,117
2025-08-02,Dormant,control,5
2025-08-02,Dormant,treatment,3
2025-08-02,New,control,1
2025-08-02,New,treatment,1
2025-08-02,Reactivated,control,3
2025-08-02,Reactivated,treatment,2
2025-08-02,Resurrected,control,1
2025-08-02,Resurrected,treatment,2
2025-08-03,AtRiskMAU,control,35
2025-08-03,AtRiskMAU,treatment,42
2025-08-03,AtRiskWAU,control,88
2025-08-03,AtRiskWAU,treatment,79
2025-08-03,Current,control,116
2025-08-03,Current,treatment,138
2025-08-03,Dormant,control,5
2025-08-03,Dormant,treatment,2
2025-08-03,New,control,1
2025-08-03,New,treatment,1
2025-08-03,Reactivated,control,2
2025-08-03,Reactivated,treatment,8
2025-08-03,Resurrected,control,1
2025-08-03,Resurrected,treatment,2
2025-08-04,AtRiskMAU,control,32
2025-08-04,AtRiskMAU,treatment,36
2025-08-04,AtRiskWAU,control,85
2025-08-04,AtRiskWAU,treatment,94
2025-08-04,Current,control,119
2025-08-04,Current,treatment,132
2025-08-04,Dormant,control,6
2025-08-04,Dormant,treatment,3
2025-08-04,New,control,1
2025-08-04,New,treatment,1
2025-08-04,Reactivated,control,5
2025-08-04,Reactivated,treatment,7
2025-08-04,Resurrected,control,1
2025-08-05,AtRiskMAU,control,30
2025-08-05,AtRiskMAU,treatment,31
2025-08-05,AtRiskWAU,control,112
2025-08-05,AtRiskWAU,treatment,97
2025-08-05,Current,control,98
2025-08-05,Current,treatment,133
2025-08-05,Dormant,control,7
2025-08-05,Dormant,treatment,4
2025-08-05,New,control,1
2025-08-05,New,treatment,2
2025-08-05,Reactivated,control,2
2025-08-05,Reactivated,treatment,7
2025-08-05,Resurrected,treatment,1
2025-08-06,AtRiskMAU,control,36
2025-08-06,AtRiskMAU,treatment,31
2025-08-06,AtRiskWAU,control,84
2025-08-06,AtRiskWAU,treatment,89
2025-08-06,Current,control,117
2025-08-06,Current,treatment,144
2025-08-06,Dormant,control,6
2025-08-06,Dormant,treatment,5
2025-08-06,New,control,1
2025-08-06,New,treatment,1
2025-08-06,Reactivated,control,5
2025-08-06,Reactivated,treatment,6
2025-08-06,Resurrected,control,2
2025-08-07,AtRiskMAU,control,39
2025-08-07,AtRiskMAU,treatment,37
2025-08-07,AtRiskWAU,control,92
2025-08-07,AtRiskWAU,treatment,96
2025-08-07,Current,control,113
2025-08-07,Current,treatment,133
2025-08-07,Dormant,control,6
2025-08-07,Dormant,treatment,5
2025-08-07,New,control,1
2025-08-07,New,treatment,1
2025-08-07,Reactivated,treatment,4
2025-08-07,Resurrected,control,1
2025-08-07,Resurrected,treatment,1
2025-08-08,AtRiskMAU,control,36
2025-08-08,AtRiskMAU,treatment,38
2025-08-08,AtRiskWAU,control,87
2025-08-08,AtRiskWAU,treatment,88
2025-08-08,Current,control,118
2025-08-08,Current,treatment,137
2025-08-08,Dormant,control,5
2025-08-08,Dormant,treatment,5
2025-08-08,New,control,1
2025-08-08,New,treatment,2
2025-08-08,Reactivated,control,5
2025-08-08,Reactivated,treatment,8
2025-08-08,Resurrected,control,1
2025-08-08,Resurrected,treatment,1
2025-08-09,AtRiskMAU,control,33
2025-08-09,AtRiskMAU,treatment,35
2025-08-09,AtRiskWAU,control,95
2025-08-09,AtRiskWAU,treatment,87
2025-08-09,Current,control,113
2025-08-09,Current,treatment,145
2025-08-09,Dormant,control,5
2025-08-09,Dormant,treatment,4
2025-08-09,New,control,1
2025-08-09,New,treatment,1
2025-08-09,Reactivated,control,7
2025-08-09,Reactivated,treatment,7
2025-08-09,Resurrected,treatment,1
2025-08-10,AtRiskMAU,control,35
2025-08-10,AtRiskMAU,treatment,34
2025-08-10,AtRiskWAU,control,114
2025-08-10,AtRiskWAU,treatment,101
2025-08-10,Current,control,98
2025-08-10,Current,treatment,135
2025-08-10,Dormant,control,5
2025-08-10,Dormant,treatment,3
2025-08-10,New,control,2
2025-08-10,New,treatment,3
2025-08-10,Reactivated,control,2
2025-08-10,Reactivated,treatment,6
2025-08-10,Resurrected,treatment,1
2025-08-11,AtRiskMAU,control,41
2025-08-11,AtRiskMAU,treatment,36
2025-08-11,AtRiskWAU,control,93
2025-08-11,AtRiskWAU,treatment,87
2025-08-11,Current,control,115
2025-08-11,Current,treatment,153
2025-08-11,Dormant,control,5
2025-08-11,Dormant,treatment,4
2025-08-11,New,control,1
2025-08-11,New,treatment,2
2025-08-11,Reactivated,control,2
2025-08-11,Reactivated,treatment,3
2025-08-12,AtRiskMAU,control,40
2025-08-12,AtRiskMAU,treatment,32
2025-08-12,AtRiskWAU,control,93
2025-08-12,AtRiskWAU,treatment,91
2025-08-12,Current,control,112
2025-08-12,Current,treatment,150
2025-08-12,Dormant,control,5
2025-08-12,Dormant,treatment,3
2025-08-12,New,control,1
2025-08-12,New,treatment,1
2025-08-12,Reactivated,control,7
2025-08-12,Reactivated,treatment,7
2025-08-12,Resurrected,treatment,2
2025-08-13,AtRiskMAU,control,47
2025-08-13,AtRiskMAU,treatment,31
2025-08-13,AtRiskWAU,control,91
2025-08-13,AtRiskWAU,treatment,97
2025-08-13,Current,control,111
2025-08-13,Current,treatment,149
2025-08-13,Dormant,control,6
2025-08-13,Dormant,treatment,2
2025-08-13,New,control,1
2025-08-13,New,treatment,1
2025-08-13,Reactivated,control,3
2025-08-13,Reactivated,treatment,5
2025-08-13,Resurrected,treatment,2
2025-08-14,AtRiskMAU,control,49
2025-08-14,AtRiskMAU,treatment,31
2025-08-14,AtRiskWAU,control,87
2025-08-14,AtRiskWAU,treatment,89
2025-08-14,Current,control,115
2025-08-14,Current,treatment,159
2025-08-14,Dormant,control,4
2025-08-14,Dormant,treatment,3
2025-08-14,New,control,1
2025-08-14,New,treatment,2
2025-08-14,Reactivated,control,2
2025-08-14,Reactivated,treatment,5
2025-08-14,Resurrected,control,2
2025-08-15,AtRiskMAU,control,54
2025-08-15,AtRiskMAU,treatment,37
2025-08-15,AtRiskWAU,control,78
2025-08-15,AtRiskWAU,treatment,86
2025-08-15,Current,control,119
2025-08-15,Current,treatment,160
2025-08-15,Dormant,control,4
2025-08-15,Dormant,treatment,4
2025-08-15,New,control,1
2025-08-15,New,treatment,1
2025-08-15,Reactivated,control,4
2025-08-15,Reactivated,treatment,2
2025-08-15,Resurrected,control,1
2025-08-16,AtRiskMAU,control,56
2025-08-16,AtRiskMAU,treatment,37
2025-08-16,AtRiskWAU,control,70
2025-08-16,AtRiskWAU,treatment,91
2025-08-16,Current,control,127
2025-08-16,Current,treatment,153
2025-08-16,Dormant,control,3
2025-08-16,Dormant,treatment,4
2025-08-16,New,control,3
2025-08-16,New,treatment,4
2025-08-16,Reactivated,control,4
2025-08-16,Reactivated,treatment,5
2025-08-16,Resurrected,control,1
2025-08-17,AtRiskMAU,control,53
2025-08-17,AtRiskMAU,treatment,34
2025-08-17,AtRiskWAU,control,84
2025-08-17,AtRiskWAU,treatment,95
2025-08-17,Current,control,117
2025-08-17,Current,treatment,155
2025-08-17,Dormant,control,3
2025-08-17,Dormant,treatment,4
2025-08-17,New,control,2
2025-08-17,New,treatment,3
2025-08-17,Reactivated,control,5
2025-08-17,Reactivated,treatment,5
2025-08-17,Resurrected,control,2
2025-08-17,Resurrected,treatment,1
2025-08-18,AtRiskMAU,control,48
2025-08-18,AtRiskMAU,treatment,39
2025-08-18,AtRiskWAU,control,94
2025-08-18,AtRiskWAU,treatment,99
2025-08-18,Current,control,111
2025-08-18,Current,treatment,150
2025-08-18,Dormant,control,4
2025-08-18,Dormant,treatment,3
2025-08-18,New,control,2
2025-08-18,New,treatment,2
2025-08-18,Reactivated,control,8
2025-08-18,Reactivated,treatment,4
2025-08-18,Resurrected,control,1
2025-08-18,Resurrected,treatment,2
2025-08-19,AtRiskMAU,control,54
2025-08-19,AtRiskMAU,treatment,40
2025-08-19,AtRiskWAU,control,81
2025-08-19,AtRiskWAU,treatment,85
2025-08-19,Current,control,122
2025-08-19,Current,treatment,165
2025-08-19,Dormant,control,5
2025-08-19,Dormant,treatment,2
2025-08-19,New,control,2
2025-08-19,New,treatment,3
2025-08-19,Reactivated,control,5
2025-08-19,Reactivated,treatment,5
2025-08-19,Resurrected,control,1
2025-08-19,Resurrected,treatment,2
2025-08-20,AtRiskMAU,control,49
2025-08-20,AtRiskMAU,treatment,41
2025-08-20,AtRiskWAU,control,77
2025-08-20,AtRiskWAU,treatment,98
2025-08-20,Current,control,129
2025-08-20,Current,treatment,157
2025-08-20,Dormant,control,4
2025-08-20,Dormant,treatment,2
2025-08-20,New,control,1
2025-08-20,New,treatment,1
2025-08-20,Reactivated,control,9
2025-08-20,Reactivated,treatment,3
2025-08-20,Resurrected,control,2
2025-08-20,Resurrected,treatment,1
2025-08-21,AtRiskMAU,control,45
2025-08-21,AtRiskMAU,treatment,42
2025-08-21,AtRiskWAU,control,92
2025-08-21,AtRiskWAU,treatment,91
2025-08-21,Current,control,123
2025-08-21,Current,treatment,165
2025-08-21,Dormant,control,5
2025-08-21,Dormant,treatment,2
2025-08-21,New,control,1
2025-08-21,New,treatment,1
2025-08-21,Reactivated,control,5
2025-08-21,Reactivated,treatment,2
2025-08-21,Resurrected,control,1
2025-08-21,Resurrected,treatment,1
2025-08-22,AtRiskMAU,control,45
2025-08-22,AtRiskMAU,treatment,43
2025-08-22,AtRiskWAU,control,84
2025-08-22,AtRiskWAU,treatment,95
2025-08-22,Current,control,131
2025-08-22,Current,treatment,160
2025-08-22,Dormant,control,3
2025-08-22,Dormant,treatment,3
2025-08-22,New,control,2
2025-08-22,New,treatment,3
2025-08-22,Reactivated,control,6
2025-08-22,Reactivated,treatment,3
2025-08-22,Resurrected,control,3
2025-08-23,AtRiskMAU,control,46
2025-08-23,AtRiskMAU,treatment,47
2025-08-23,AtRiskWAU,control,92
2025-08-23,AtRiskWAU,treatment,82
2025-08-23,Current,control,126
2025-08-23,Current,treatment,171
2025-08-23,Dormant,control,4
2025-08-23,Dormant,treatment,2
2025-08-23,New,control,1
2025-08-23,New,treatment,1
2025-08-23,Reactivated,control,6
2025-08-23,Reactivated,treatment,3
2025-08-23,Resurrected,treatment,2
2025-08-24,AtRiskMAU,control,42
2025-08-24,AtRiskMAU,treatment,42
2025-08-24,AtRiskWAU,control,88
2025-08-24,AtRiskWAU,treatment,101
2025-08-24,Current,control,133
2025-08-24,Current,treatment,154
2025-08-24,Dormant,control,6
2025-08-24,Dormant,treatment,1
2025-08-24,New,control,1
2025-08-24,New,treatment,1
2025-08-24,Reactivated,control,5
2025-08-24,Reactivated,treatment,8
2025-08-24,Resurrected,control,1
2025-08-24,Resurrected,treatment,2
2025-08-25,AtRiskMAU,control,41
2025-08-25,AtRiskMAU,treatment,46
2025-08-25,AtRiskWAU,control,99
2025-08-25,AtRiskWAU,treatment,106
2025-08-25,Current,control,128
2025-08-25,Current,treatment,155
2025-08-25,Dormant,control,5
2025-08-25,Dormant,treatment,1
2025-08-25,New,control,1
2025-08-25,New,treatment,1
2025-08-25,Reactivated,control,2
2025-08-25,Resurrected,control,1
2025-08-25,Resurrected,treatment,1
2025-08-26,AtRiskMAU,control,41
2025-08-26,AtRiskMAU,treatment,43
2025-08-26,AtRiskWAU,control,89
2025-08-26,AtRiskWAU,treatment,89
2025-08-26,Current,control,137
2025-08-26,Current,treatment,165
2025-08-26,Dormant,control,4
2025-08-26,New,control,3
2025-08-26,New,treatment,3
2025-08-26,Reactivated,control,5
2025-08-26,Reactivated,treatment,11
2025-08-26,Resurrected,control,1
2025-08-26,Resurrected,treatment,2
2025-08-27,AtRiskMAU,control,41
2025-08-27,AtRiskMAU,treatment,44
2025-08-27,AtRiskWAU,control,83
2025-08-27,AtRiskWAU,treatment,92
2025-08-27,Current,control,144
2025-08-27,Current,treatment,171
2025-08-27,Dormant,control,5
2025-08-27,New,control,1
2025-08-27,New,treatment,1
2025-08-27,Reactivated,control,5
2025-08-27,Reactivated,treatment,5
2025-08-27,Resurrected,control,2
2025-08-27,Resurrected,treatment,1
2025-08-28,AtRiskMAU,control,46
2025-08-28,AtRiskMAU,treatment,45
2025-08-28,AtRiskWAU,control,82
2025-08-28,AtRiskWAU,treatment,100
2025-08-28,Current,control,146
2025-08-28,Current,treatment,164
2025-08-28,Dormant,control,6
2025-08-28,New,control,1
2025-08-28,New,treatment,1
2025-08-28,Reactivated,control,1
2025-08-28,Reactivated,treatment,4
2025-08-28,Resurrected,treatment,1
2025-08-29,AtRiskMAU,control,41
2025-08-29,AtRiskMAU,treatment,49
2025-08-29,AtRiskWAU,control,96
2025-08-29,AtRiskWAU,treatment,86
2025-08-29,Current,control,130
2025-08-29,Current,treatment,176
2025-08-29,Dormant,control,4
2025-08-29,New,control,1
2025-08-29,New,treatment,2
2025-08-29,Reactivated,control,8
2025-08-29,Reactivated,treatment,4
2025-08-29,Resurrected,control,3
2025-08-30,AtRiskMAU,control,42
2025-08-30,AtRiskMAU,treatment,42
2025-08-30,AtRiskWAU,control,107
2025-08-30,AtRiskWAU,treatment,93
2025-08-30,Current,control,126
2025-08-30,Current,treatment,170
2025-08-30,Dormant,control,1
2025-08-30,Dormant,treatment,2
2025-08-30,New,control,4
2025-08-30,New,treatment,4
2025-08-30,Reactivated,control,4
2025-08-30,Reactivated,treatment,10
2025-08-30,Resurrected,control,3
2025-08-31,AtRiskMAU,control,35
2025-08-31,AtRiskMAU,treatment,44
2025-08-31,AtRiskWAU,control,105
2025-08-31,AtRiskWAU,treatment,101
2025-08-31,Current,control,134
2025-08-31,Current,treatment,169
2025-08-31,Dormant,control,3
2025-08-31,Dormant,treatment,3
2025-08-31,New,control,1
2025-08-31,New,treatment,1
2025-08-31,Reactivated,control,9
2025-08-31,Reactivated,treatment,4
2025-08-31,Resurrected,control,1
2025-09-01,AtRiskMAU,control,37
2025-09-01,AtRiskMAU,treatment,45
2025-09-01,AtRiskWAU,control,100
2025-09-01,AtRiskWAU,treatment,123
2025-09-01,Current,control,145
2025-09-01,Current,treatment,148
2025-09-01,Dormant,control,3
2025-09-01,Dormant,treatment,2
2025-09-01,New,control,1
2025-09-01,New,treatment,1
2025-09-01,Reactivated,control,2
2025-09-01,Reactivated,treatment,3
2025-09-01,Resurrected,control,1
2025-09-01,Resurrected,treatment,1
2025-09-02,AtRiskMAU,control,37
2025-09-02,AtRiskMAU,treatment,44
2025-09-02,AtRiskWAU,control,107
2025-09-02,AtRiskWAU,treatment,116
2025-09-02,Current,control,136
2025-09-02,Current,treatment,155
2025-09-02,Dormant,control,4
2025-09-02,Dormant,treatment,3
2025-09-02,New,control,4
2025-09-02,New,treatment,4
2025-09-02,Reactivated,control,5
2025-09-02,Reactivated,treatment,5
2025-09-03,AtRiskMAU,control,37
2025-09-03,AtRiskMAU,treatment,49
2025-09-03,AtRiskWAU,control,90
2025-09-03,AtRiskWAU,treatment,89
2025-09-03,Current,control,154
2025-09-03,Current,treatment,179
2025-09-03,Dormant,control,7
2025-09-03,Dormant,treatment,3
2025-09-03,New,control,2
2025-09-03,New,treatment,2
2025-09-03,Reactivated,control,3
2025-09-03,Reactivated,treatment,5
2025-09-03,Resurrected,control,2
2025-09-03,Resurrected,treatment,2
2025-09-04,AtRiskMAU,control,38
2025-09-04,AtRiskMAU,treatment,44
2025-09-04,AtRiskWAU,control,98
2025-09-04,AtRiskWAU,treatment,100
2025-09-04,Current,control,145
2025-09-04,Current,treatment,173
2025-09-04,Dormant,control,7
2025-09-04,Dormant,treatment,3
2025-09-04,New,control,4
2025-09-04,New,treatment,4
2025-09-04,Reactivated,control,7
2025-09-04,Reactivated,treatment,7
2025-09-04,Resurrected,treatment,2
2025-09-05,AtRiskMAU,control,39
2025-09-05,AtRiskMAU,treatment,43
2025-09-05,AtRiskWAU,control,104
2025-09-05,AtRiskWAU,treatment,94
2025-09-05,Current,control,143
2025-09-05,Current,treatment,184
2025-09-05,Dormant,control,5
2025-09-05,Dormant,treatment,4
2025-09-05,New,control,1
2025-09-05,New,treatment,1
2025-09-05,Reactivated,control,4
2025-09-05,Reactivated,treatment,6
2025-09-05,Resurrected,control,4
2025-09-05,Resurrected,treatment,2
2025-09-06,AtRiskMAU,control,41
2025-09-06,AtRiskMAU,treatment,42
2025-09-06,AtRiskWAU,control,111
2025-09-06,AtRiskWAU,treatment,98
2025-09-06,Current,control,141
2025-09-06,Current,treatment,184
2025-09-06,Dormant,control,4
2025-09-06,Dormant,treatment,3
2025-09-06,New,control,1
2025-09-06,New,treatment,1
2025-09-06,Reactivated,control,1
2025-09-06,Reactivated,treatment,4
2025-09-06,Resurrected,control,2
2025-09-06,Resurrected,treatment,3
